,Name,Product,ML115_Empty_12-6hr,ML115_Empty_24-12hr,ML115_Empty_24-6hr,ML115_TE_12-6hr,ML115_TE_24-12hr,ML115_TE_24-6hr,LAR1_Empty_12-6hr,LAR1_Empty_24-12hr,LAR1_Empty_24-6hr,LAR1_TE_12-6hr,LAR1_TE_24-12hr,LAR1_TE_24-6hr
b0132,yadD,transposase_31 family protein,-7.851229668,-5.066701139,-12.91793081,-15.16772305,-12.36537671,-27.53309976,-10.81458379,3.202548334,-7.61203546,-4.202779833,-7.260111454,-11.46289129
b0133,panC,pantothenate synthetase,19.92540724,82.35773615,102.2831434,-2.490631345,71.24060411,68.74997277,-27.4025269,1.179910893,-26.22261601,8.93035336,50.41036027,59.34071363
b0134,panB,3-methyl-2-oxobutanoate hydroxymethyltransferase,6.380664798,10.5336159,16.9142807,-4.415910622,28.07789525,23.66198462,-14.99229807,11.44078369,-3.55151438,-2.085683113,40.49367774,38.40799462
b0135,yadC,putative fimbrial-like adhesin protein,6.375815625,-8.47372407,-2.097908445,-14.33572601,6.863063526,-7.472662483,-13.40675044,3.831317055,-9.575433383,-3.12941728,-5.220824303,-8.350241583
b0136,yadK,putative fimbrial-like adhesin protein,0.324297279,0.908087717,1.232384996,-1.049586593,-0.271931912,-1.321518505,-1.216276922,-0.831288329,-2.047565251,-2.359624929,-1.872272208,-4.231897136
b0137,yadL,putative fimbrial-like adhesin protein,2.973452465,-3.030008982,-0.056556517,-0.531899541,0.91216332,0.380263779,-3.570079255,1.508321133,-2.061758122,-2.016701686,-0.282039371,-2.298741057
b0138,yadM,putative fimbrial-like adhesin protein,0.823691727,1.163915125,1.987606851,-0.787311823,1.40170347,0.614391647,-2.084365334,0.741002509,-1.343362826,-3.391004293,0.365760456,-3.025243838
b0139,htrE,putative outer membrane usher protein,0.535525147,4.90920473,5.444729878,-5.897535885,8.141994351,2.244458465,-12.421029,6.304803213,-6.11622579,-8.838982698,-4.214338411,-13.05332111
b0140,yadV,putative periplasmic pilin chaperone,-2.055675903,-1.88012335,-3.935799253,-1.283739381,-0.428270824,-1.712010205,-5.983360843,1.451245626,-4.532115217,-4.552368691,-7.057896739,-11.61026543
b0141,yadN,putative fimbrial-like adhesin protein,0.53182469,-0.17577715,0.35604754,-0.381676696,3.526832535,3.145155838,-2.267576073,-0.753018614,-3.020594687,-2.491873775,-1.908940533,-4.400814308
b0142,folK,2-amino-4-hydroxy-6-hydroxymethyldihyropteridine pyrophosphokinase,0.077266993,-1.83082696,-1.753559967,7.168042052,36.59177104,43.75981309,-0.1005375,-0.714100493,-0.814637993,-0.747011221,6.884774648,6.137763427
b0143,pcnB,poly(A) polymerase,83.59553621,-37.05873707,46.53679914,15.97681933,41.4020808,57.37890013,53.7748499,1.865661563,55.64051147,15.21459394,1.390570758,16.6051647
b0144,gluQ,glutamyl-Q tRNA(Asp) synthetase,-1.96585322,57.81834605,55.85249283,7.6671706,28.53544481,36.20261541,-3.447419427,24.9722387,21.52481927,3.510300973,22.70305303,26.213354
b0145,dksA,"transcriptional regulator of rRNA transcription, DnaK suppressor protein",0.843255106,6.603347132,7.446602238,1.499959627,1.322410608,2.822370234,3.963287718,-1.69781455,2.265473169,-0.819013669,4.137734787,3.318721118
b0146,sfsA,sugar fermentation stimulation protein A,1.629888267,1.350010109,2.979898376,0.109769153,-1.354367375,-1.244598223,-2.226890217,0.614253105,-1.612637112,2.24945953,-5.270499803,-3.021040273
b0147,ligT,2'-5' RNA ligase,-16.57841582,-17.57287803,-34.15129385,-0.921286145,-18.36553089,-19.28681703,12.49498368,-22.9628354,-10.46785172,23.39031833,-24.33223877,-0.941920438
b0148,hrpB,putative ATP-dependent helicase,-1.975313263,-0.702425184,-2.677738446,5.250436922,6.903712199,12.15414912,5.673120238,5.521891749,11.19501199,0.915571178,8.045364643,8.96093582
b0149,mrcB,fused glycosyl transferase and transpeptidase,22.2664907,39.92625551,62.19274621,17.53512793,149.4610256,166.9961535,-9.341592825,29.47367387,20.13208105,-25.07495547,96.97577156,71.90081609
b0150,fhuA,ferrichrome outer membrane transporter,20.63552658,39.60050098,60.23602755,135.7251186,-44.0754122,91.6497064,139.2079139,-73.49711243,65.71080149,131.4784989,226.5495545,358.0280533
b0151,fhuC,iron-hydroxamate transporter subunit,-2.93834715,4.170389368,1.232042218,1.649460119,-0.429039951,1.220420168,0.12437657,4.097230322,4.221606892,0.067919818,3.601473433,3.669393251
b0152,fhuD,iron-hydroxamate transporter subunit,-0.511617868,-1.836517985,-2.348135853,-0.874970224,-0.044146549,-0.919116773,-1.464546878,3.153145107,1.688598229,0.768324789,-0.829547749,-0.06122296
b0153,fhuB,fused iron-hydroxamate transporter subunits of ABC superfamily: membrane components,-48.56493998,-0.146009942,-48.71094992,-11.87298394,5.467448005,-6.405535932,-10.75838632,-23.0560003,-33.81438662,9.069960735,-15.67039527,-6.600434538
b0154,hemL,glutamate-1-semialdehyde aminotransferase (aminomutase),1.775666343,4.402757418,6.178423761,-8.833356685,1.310904569,-7.522452116,-25.73602704,8.220536355,-17.51549068,-11.02288951,3.797296343,-7.225593165
b0155,clcA,H(+)/Cl(-) exchange transporter,-3.620770529,5.242055741,1.621285213,0.076002317,0.495104488,0.571106805,-4.760805523,1.337246829,-3.423558694,-3.918082326,0.301540831,-3.616541495
b0156,erpA,iron-sulfur cluster insertion protein,-6.154700311,-4.825711197,-10.98041151,-13.54800474,5.249979718,-8.298025017,-8.658742198,-1.131991211,-9.790733409,-4.306886188,-7.268193645,-11.57507983
b0157,yadS,UPF0126 family inner membrane protein,23.87061435,22.90762606,46.77824041,52.57704863,253.9883127,306.5653613,-20.36153173,18.83458252,-1.526949205,-63.1566779,166.9349008,103.7782229
b0158,btuF,vitamin B12 transporter subunit: periplasmic-binding component of ABC superfamily,3.06025431,5.775304371,8.835558681,-3.348113479,42.80221425,39.45410077,-17.67857661,24.19973888,6.521162275,-33.05526481,72.02224,38.96697519
b0159,mtn,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,-0.131654247,-1.023006025,-1.154660273,3.728643539,9.997566314,13.72620985,-11.57088308,12.21678525,0.645902163,-19.35010661,40.21403937,20.86393276
b0160,dgt,deoxyguanosine triphosphate triphosphohydrolase,0.720337099,-1.613901913,-0.893564814,-0.361535044,10.46823325,10.1066982,-3.455381994,0.48189496,-2.973487034,-3.34081761,-1.45922597,-4.80004358
b0161,degP,"serine endoprotease (protease Do), membrane-associated",-2.592809891,2.235508421,-0.35730147,-3.911399626,0.210528393,-3.700871233,-5.330297323,0.605055388,-4.725241934,-1.58145649,-0.210957844,-1.792414333
b0162,cdaR,carbohydrate diacid regulon transcriptional regulator; autoregulator,-23.8969412,-1.965855069,-25.86279627,-15.26744602,-13.68310153,-28.95054755,-10.18802204,-6.185536843,-16.37355888,-16.73893791,-7.622033655,-24.36097157
b0163,yaeH,UPF0325 family protein,-0.172035812,-4.266997342,-4.439033154,-7.145182326,5.371594292,-1.773588034,-0.185465673,0.109003692,-0.076461981,-1.309340081,0.896419423,-0.412920657
b0164,yaeI,phosphodiesterase with model substrate bis-pNPP,-0.977338742,23.74147314,22.7641344,-1.920686165,11.47827025,9.557584086,0.449413298,8.809383483,9.25879678,7.98050789,-0.068895407,7.911612483
b0166,dapD,"2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase",-3.750027399,0.547440569,-3.202586829,-3.390931376,-3.733193351,-7.124124726,3.543763923,3.844865342,7.388629265,-1.088971709,3.01319803,1.924226322
b0167,glnD,uridylyltransferase,21.82483389,3.906294307,25.7311282,-11.00877621,4.205398583,-6.803377625,20.99270399,22.53424244,43.52694643,13.16572282,11.90613837,25.07186119
b0168,map,methionine aminopeptidase,1.195418262,-4.280686016,-3.085267754,5.273683039,-6.443060764,-1.169377724,5.219890495,-3.940928563,1.278961933,1.341947831,-2.390014585,-1.048066754
b4414,tff,-,-5.088500862,2.438083985,-2.650416877,-3.77498536,-5.00213662,-8.77712198,-1.4478142,-1.185105127,-2.632919327,-2.480486129,-0.762411857,-3.242897986
b0169,rpsB,30S ribosomal subunit protein S2,-12.78431338,13.02663931,0.242325937,-12.08977441,-15.14357643,-27.23335084,-9.917899756,4.22200844,-5.695891316,-13.23147149,6.964353087,-6.267118405
b0170,tsf,translation elongation factor EF-Ts,-7.70505725,-0.218721841,-7.923779092,-10.02882965,-13.06922575,-23.09805541,-5.703109762,0.575147454,-5.127962308,-15.21539885,-1.723156213,-16.93855506
b0171,pyrH,uridylate kinase,-0.84774828,2.809463845,1.961715565,-0.158390702,-1.944856647,-2.103247349,0.454671842,0.854756467,1.309428308,1.652988689,-1.108147152,0.544841538
b0172,frr,ribosome recycling factor,-3.388474712,6.284702215,2.896227504,0.748876748,-9.107986927,-8.359110179,-0.200587576,0.837420419,0.636832844,-4.170775383,0.066653972,-4.104121411
b0173,dxr,1-deoxy-D-xylulose 5-phosphate reductoisomerase,-6.685846428,10.07555882,3.389712388,3.434057895,10.96526785,14.39932575,3.52006852,-3.065605853,0.454462668,0.787191485,-2.09166487,-1.304473385
b0174,ispU,undecaprenyl pyrophosphate synthase,-2.076916407,-0.214490658,-2.291407065,0.10247082,1.173543645,1.276014465,-3.403480167,-0.828406117,-4.231886284,0.954336879,-1.217141251,-0.262804372
b0175,cdsA,CDP-diglyceride synthase,3.471227435,2.079756718,5.550984153,7.981313767,9.759792386,17.74110615,4.476795663,1.381429239,5.858224902,3.909288875,2.548257986,6.457546861
b0176,rseP,"inner membrane zinc RIP metalloprotease; RpoE activator, by degrading RseA; cleaved signal peptide endoprotease",-2.040591026,0.154597856,-1.885993171,-0.770708457,-1.756259923,-2.52696838,3.062005892,-2.988915477,0.073090414,1.591697088,6.140479026,7.732176114
b0177,bamA,BamABCDE complex OM biogenesis outer membrane pore-forming assembly factor,13.93229267,-12.83691449,1.09537818,40.20834741,43.82155802,84.02990543,17.50128809,-0.918780063,16.58250803,17.13642981,41.17878623,58.31521604
b0178,skp,periplasmic chaperone,-10.36603024,2.579335475,-7.786694767,-1.320283075,-15.53474111,-16.85502418,-2.557907506,-0.744064221,-3.301971726,-3.563043939,-1.442643764,-5.005687702
b0179,lpxD,UDP-3-O-(3-hydroxymyristoyl)-glucosamine N-acyltransferase,9.032815828,-7.487035701,1.545780127,6.925942607,-1.464403693,5.461538915,3.548280205,2.479656498,6.027936703,0.64525095,3.993462425,4.638713375
b0180,fabZ,(3R)-hydroxymyristol acyl carrier protein dehydratase,1.557332267,0.321215651,1.878547918,-1.376281886,0.29649027,-1.079791616,0.113357942,-0.844778344,-0.731420402,-0.166652153,-0.430303127,-0.596955279
b0181,lpxA,UDP-N-acetylglucosamine acetyltransferase,-5.586503017,1.227625727,-4.35887729,-6.153600394,0.514510238,-5.639090156,4.555562885,-1.188419302,3.367143582,-1.358643554,1.338154776,-0.020488778
b0182,lpxB,tetraacyldisaccharide-1-P synthase,-2.105118705,4.83217502,2.727056315,2.708496801,-2.951787527,-0.243290726,-0.476145812,1.003124183,0.526978371,-2.769599827,-1.933533305,-4.703133132
b0183,rnhB,"ribonuclease HII, degrades RNA of DNA-RNA hybrids",0.071508738,-0.22035282,-0.148844083,-1.348133218,1.222915645,-0.125217572,0.112769523,1.333275755,1.446045277,-1.099189386,2.2608764,1.161687015
b0184,dnaE,DNA polymerase III alpha subunit,-3.390056735,16.24808219,12.85802545,-0.003374173,12.88580788,12.88243371,-6.462574228,1.384172055,-5.078402172,-1.570606305,6.71029458,5.139688275
b0185,accA,"acetyl-CoA carboxylase, carboxytransferase, alpha subunit",0.845383679,-1.134660839,-0.289277159,0.585038476,-2.834929289,-2.249890813,-1.960492586,0.737338707,-1.223153879,-2.278186867,-1.292353052,-3.570539918
b0186,ldcC,"lysine decarboxylase 2, constitutive",-12.50857802,4.670425803,-7.838152215,5.28386271,11.14887862,16.43274133,4.43888403,6.54163279,10.98051682,-0.353649298,8.22624645,7.872597153
b0187,yaeR,putative lyase,1.085596725,-1.534481032,-0.448884307,0.91000365,-1.10675101,-0.196747361,-1.154800509,1.922828975,0.768028467,-1.778515087,2.370988354,0.592473267
b0188,tilS,tRNA(Ile)-lysidine synthetase,-34.20263036,29.21294909,-4.989681275,8.63908945,-10.52294949,-1.88386004,-14.39781781,20.96144154,6.56362373,-47.48275111,51.65022216,4.16747105
b0189,rof,modulator of Rho-dependent transcription termination,-18.45605872,-5.011006879,-23.4670656,-10.02422831,-12.4654922,-22.48972051,-7.151271063,-1.428285475,-8.579556538,-2.84966195,9.501096113,6.651434163
b4406,yaeP,UPF0253 family protein,0.347354809,-0.948710639,-0.601355831,1.667510337,0.245239301,1.912749638,-2.094565912,0.496218306,-1.598347605,-0.598998843,0.62008585,0.021087007
b0190,yaeQ,PDDEXK superfamily protein,51.09264968,19.99256256,71.08521224,14.2201144,25.37597034,39.59608474,25.41336662,11.9941019,37.40746852,4.731417079,7.100595405,11.83201248
b0191,arfB,"alternative stalled-ribosome rescue factor B; peptidyl-tRNA hydrolase, ribosome-attached",8.58962157,-2.646585978,5.943035593,7.342320614,-6.319011042,1.023309572,0.740709936,-0.696086115,0.044623821,0.107482263,2.939556812,3.047039075
b0192,nlpE,lipoprotein involved with copper homeostasis and adhesion,-2.10951728,10.81296429,8.703447005,-8.879101595,4.082166415,-4.79693518,-21.18256923,5.430011665,-15.75255756,-9.31309238,7.38056118,-1.9325312
b0193,yaeF,putative lipoprotein,67.04447324,27.7473632,94.79183644,29.46197378,6.52252655,35.98450033,34.65219546,-6.43095875,28.22123671,48.39439053,89.69300641,138.0873969
b0194,proS,prolyl-tRNA synthetase,7.057397469,4.937453388,11.99485086,-5.50480807,14.11060187,8.605793805,-1.454356183,10.62860835,9.174252168,11.45365533,35.79023462,47.24388995
b0195,tsaA,"tRNA-Thr(GGU) m(6)t(6)A37 methyltransferase, SAM-dependent",-1.945218768,9.266378752,7.321159984,-0.582710042,5.646996398,5.064286356,-0.598953969,3.126193824,2.527239855,6.019888264,0.33530727,6.355195534
b0196,rcsF,putative outer membrane protein,0.598193642,3.677709479,4.275903121,-1.164010461,0.417891988,-0.746118473,-0.482153687,-1.812113416,-2.294267103,-0.997188903,1.851118377,0.853929474
b0197,metQ,DL-methionine transporter subunit,-3.141138726,3.3574768,0.216338074,-2.857629801,1.623575031,-1.234054771,0.943029871,-0.312156677,0.630873194,-1.723103964,-0.154733983,-1.877837946
b0198,metI,DL-methionine transporter subunit,0.156437058,0.026820294,0.183257353,-1.426214907,-1.18489489,-2.611109797,0.813399274,-0.338136977,0.475262297,-0.946864589,0.905464066,-0.041400524
b0199,metN,DL-methionine transporter subunit,0.097781408,4.891855018,4.989636425,-11.2449532,3.741299897,-7.503653303,5.604012115,-3.75286078,1.851151335,6.351624858,4.987647353,11.33927221
b0200,gmhB,"D,D-heptose 1,7-bisphosphate phosphatase",-1.583754534,-2.250610254,-3.834364787,-10.28312698,-1.485179733,-11.76830672,0.896768677,-0.432420771,0.464347907,1.510579064,-1.493772412,0.016806652
b0201,rrsH,16S ribosomal RNA of rrnH operon,-66.7642845,-43.36578028,-110.1300648,24.96021373,88.03663338,112.9968471,113.8720204,-43.25893835,70.61308207,16.0995801,6.309701695,22.4092818
b0202,ileV,Ile tRNA,-0.363854457,0.336540822,-0.027313635,0.964308391,-0.964308391,0,0.26410908,-0.147109596,0.116999484,0.325105882,0.073842206,0.398948088
b0203,alaV,Ala tRNA,-0.068655485,-0.957874983,-1.026530467,0.439245997,0.026617497,0.465863494,0.370194801,0.01253454,0.382729341,0.492374951,-0.09009119,0.402283761
b0204,rrlH,23S ribosomal RNA of rrnH operon,-61.935667,-74.21127815,-136.1469452,16.69717468,76.29680247,92.99397716,192.8114324,-153.7506898,39.06074262,15.13708651,10.32613144,25.46321795
b0205,rrfH,5S ribosomal RNA of rrnH operon,5.65723423,-5.367190062,0.290044168,1.323125066,3.717867405,5.040992471,1.803309806,0.974970283,2.778280089,1.397998793,-1.994061361,-0.596062568
b0206,aspU,Asp tRNA,-0.897538543,-0.433045111,-1.330583654,-0.226519361,0.293314186,0.066794825,1.471697215,-0.510214411,0.961482805,0.443484796,-0.580841679,-0.137356883
b0207,dkgB,"2,5-diketo-D-gluconate reductase B",-21.71241633,-3.557986097,-25.27040242,-5.190133348,-11.2964544,-16.48658775,2.698007201,-5.733029614,-3.035022412,-6.120722828,-2.835830616,-8.956553444
b0208,yafC,LysR family putative transcriptional regulator,-1.893340374,-0.551879139,-2.445219513,-2.460152625,-5.539067,-7.999219625,-105.4245,-7.82102286,-113.2455228,-53.93723887,-18.15435335,-72.09159222
b0209,yafD,endo/exonuclease/phosphatase family protein,8.634070273,6.95541016,15.58948043,-4.05444153,15.32378358,11.26934205,-30.63889522,4.632860133,-26.00603509,-17.25554943,30.24938581,12.99383638
b0210,yafE,putative S-adenosyl-L-methionine-dependent methyltransferase,4.465176934,0.826074934,5.291251868,-8.158167385,-1.239624645,-9.39779203,-28.05096498,-2.202960111,-30.25392509,-12.32301315,-2.864513363,-15.18752652
b0211,mltD,putative membrane-bound lytic murein transglycosylase D,-15.9920278,3.902211903,-12.08981589,-7.113817025,12.96698854,5.85317151,-25.34333663,-2.801125783,-28.14446242,-14.62112863,4.163049855,-10.45807877
b0212,gloB,hydroxyacylglutathione hydrolase,-11.70438503,-15.9414395,-27.64582452,-7.600820075,-11.46199656,-19.06281664,-20.55042266,-11.58439893,-32.13482159,-15.49563538,-23.56733811,-39.06297349
b0213,yafS,putative S-adenosyl-L-methionine-dependent methyltransferase,-89.86389111,-24.4198426,-114.2837337,-68.21299179,-34.52956232,-102.7425541,-40.97877435,-32.96489838,-73.94367273,46.17010922,-97.59787688,-51.42776766
b0214,rnhA,"ribonuclease HI, degrades RNA of DNA-RNA hybrids",-33.83483696,-2.131219993,-35.96605695,-12.37914737,-17.26836326,-29.64751063,-11.20357029,-9.708884596,-20.91245489,-11.80988881,-20.83898154,-32.64887035
b0215,dnaQ,DNA polymerase III epsilon subunit,-3.73984402,-2.37717084,-6.11701486,-8.65766417,1.419628656,-7.238035514,-8.503964474,-2.02387533,-10.5278398,-5.233037645,-6.264667382,-11.49770503
b0216,aspV,Asp tRNA,-0.935042643,-0.209004531,-1.144047174,1.625289899,-0.112034507,1.513255392,0.357775108,0.404448477,0.762223585,0.487802764,0.096824313,0.584627076
b0217,yafT,lipoprotein,0.462836215,0.150591761,0.613427976,-2.248642165,4.59827244,2.349630275,-1.180833532,2.089879084,0.909045553,-0.843962294,0.000670938,-0.843291357
b4586,ykfM,"lethality reduction protein, putative inner membrane protein",-3.519635667,0.863074338,-2.656561329,-1.634567433,0.396229277,-1.238338156,-13.45049645,0.077567957,-13.3729285,-7.461667485,-0.422368528,-7.884036013
b0219,yafV,putative NAD(P)-binding C-N hydrolase family amidase,7.820088307,3.793820887,11.61390919,-0.66670548,27.71027105,27.04356557,-6.267414655,6.199631963,-0.067782693,-1.874852625,3.449103648,1.574251023
b0220,ivy,"inhibitor of c-type lysozyme, periplasmic",-1.659711178,3.792167152,2.132455973,11.68148379,-22.95286516,-11.27138137,-2.156229462,3.152360395,0.996130933,-1.830586628,-0.082982421,-1.913569049
b0221,fadE,acyl coenzyme A dehydrogenase,57.61115118,-14.21253366,43.39861752,21.61265424,14.23626549,35.84891973,4.609525455,-11.0934483,-6.483922848,0.26757834,43.70806093,43.97563927
b0222,gmhA,D-sedoheptulose 7-phosphate isomerase,6.025260922,-0.369875741,5.65538518,4.091660057,26.91261895,31.00427901,-82.06417675,18.68200961,-63.38216714,-40.40934601,47.1494492,6.740103188
b0223,yafJ,putative amidotransfease,-29.74663541,22.62172812,-7.124907285,-67.84864583,179.393751,111.5451052,-285.5813069,27.60417415,-257.9771327,-104.537078,156.9034897,52.36641168
