,Name,Product,ML115_Empty_6hr_1,ML115_Empty_6hr_2,ML115_Empty_6hr_3,ML115_Empty_6hr_4,ML115_Empty_12hr_1,ML115_Empty_12hr_2,ML115_Empty_12hr_3,ML115_Empty_12hr_4,ML115_Empty_24hr_1,ML115_Empty_24hr_2,ML115_Empty_24hr_3,ML115_Empty_24hr_4,ML115_TE_6hr_1,ML115_TE_6hr_2,ML115_TE_6hr_3,ML115_TE_6hr_4,ML115_TE_12hr_1,ML115_TE_12hr_2,ML115_TE_12hr_3,ML115_TE_12hr_4,ML115_TE_24hr_1,ML115_TE_24hr_2,ML115_TE_24hr_3,ML115_TE_24hr_4,LAR1_Empty_6hr_1,LAR1_Empty_6hr_2,LAR1_Empty_6hr_3,LAR1_Empty_6hr_4,LAR1_Empty_12hr_1,LAR1_Empty_12hr_2,LAR1_Empty_12hr_3,LAR1_Empty_12hr_4,LAR1_Empty_24hr_1,LAR1_Empty_24hr_2,LAR1_Empty_24hr_3,LAR1_Empty_24hr_4,LAR1_TE_6hr_1,LAR1_TE_6hr_2,LAR1_TE_6hr_3,LAR1_TE_6hr_4,LAR1_TE_12hr_1,LAR1_TE_12hr_2,LAR1_TE_12hr_3,LAR1_TE_12hr_4,LAR1_TE_24hr_1,LAR1_TE_24hr_2,LAR1_TE_24hr_3,LAR1_TE_24hr_4
b0042,fixB,"putative electron transfer flavoprotein, NAD/FAD-binding domain and ETFP adenine nucleotide-binding domain-like protein",8.292202046,6.352944118,7.659623666,4.324066335,7.093829875,5.827656618,2.057194686,7.555790894,7.414326514,10.22593215,11.17419878,10.98756675,16.87038863,4.689014063,5.476094546,2.682339488,1.750780298,7.975320988,6.786508102,2.875520773,3.652779786,7.369428172,5.018171429,2.469632159,5.249895205,8.372666159,3.332138014,3.258842625,6.046284048,6.597868519,6.077834338,5.799949572,6.0852181,9.283111812,3.786623567,4.158334472,3.686827158,6.870463027,4.069156158,2.954869047,5.680938271,3.961595719,4.012545316,5.667221339,7.016390411,4.424793352,4.977216663,6.202493961
b0043,fixC,putative oxidoreductase,1.036525256,7.260507564,11.4894355,16.21524876,4.729219917,1.942552206,3.085792029,0.944473862,3.177568506,2.04518643,3.724732927,6.992087935,6.748155451,0,4.10707091,0,3.501560597,6.380256791,4.524338735,1.437760387,0,2.456476057,0,2.469632159,8.399832329,5.23291635,1.110712671,4.3451235,9.069426072,0.733096502,0,5.799949572,9.888479413,5.415148557,6.81592242,4.158334472,6.636288884,2.748185211,3.390963465,2.954869047,4.970820988,4.621861672,7.356333079,3.148456299,0.779598935,2.212396676,4.977216663,0.775311745
b0044,fixX,putative 4Fe-4S ferredoxin-type protein,0,0,0,1.081016584,0,0,0,0,2.118379004,1.022593215,1.241577642,1.99773941,0,0,1.369023637,0,0,0,4.524338735,0,0,0,0,0,0,0,2.221425343,0,0,0,0.675314926,2.17498109,0.760652263,3.094370604,3.029298853,2.079167236,0.737365432,0.687046303,0.678192693,2.216151785,0,0,1.337515105,1.25938252,0.779598935,0,4.977216663,0
b0045,yaaU,putative transporter,6.219151534,10.89076135,9.574529583,7.567116087,3.546914938,1.942552206,3.085792029,3.777895447,4.236758008,4.090372859,7.449465853,3.99547882,6.748155451,3.126009376,5.476094546,2.682339488,3.501560597,1.595064198,2.262169367,2.875520773,0,0,1.254542857,0,12.59974849,11.51241597,15.5499774,14.12165137,3.023142024,5.131675515,4.727204485,2.899974786,5.324565838,14.69826037,15.14649427,9.702780436,9.58575061,8.931601935,4.069156158,8.125889879,3.55058642,3.961595719,0.668757553,3.778147559,0.779598935,3.687327793,7.465824994,0
b0046,kefF,"potassium-efflux system ancillary protein for KefC, glutathione-regulated; quinone oxidoreductase, FMN-dependent",9.328727301,7.260507564,3.829811833,2.162033168,2.364609958,0.971276103,7.200181401,7.555790894,8.473516016,4.090372859,7.449465853,3.99547882,6.748155451,0,2.738047273,1.341169744,0,0,2.262169367,0,4.870373047,7.369428172,2.509085715,1.234816079,5.249895205,8.372666159,1.110712671,1.086280875,2.267356518,0.733096502,6.753149265,6.524943269,6.845870363,11.60388977,7.573247133,6.930557454,2.212096295,4.122277816,2.712770772,5.909738094,4.260703704,2.641063812,0.668757553,3.778147559,7.016390411,2.949862235,4.147680552,3.10124698
b0047,kefC,potassium:proton antiporter,16.58440409,19.9663958,30.63849466,22.70134826,22.46379461,19.42552206,18.51475217,25.50079427,19.06541104,18.40667787,12.41577642,13.98417587,20.24446635,17.19305157,12.32121273,20.11754616,5.252340895,12.76051358,11.31084684,12.93984348,10.95833936,14.73885634,15.05451429,13.58297687,25.19949699,31.3974981,24.43567877,19.55305575,18.89463765,35.1886321,25.66196721,24.64978568,16.73434978,32.49089134,17.41846841,22.17778385,26.54515554,19.23729647,18.98939541,23.63895237,13.49222839,17.16691478,10.03136329,15.7422815,19.48997336,22.12396676,26.54515554,21.70872886
b0048,folA,dihydrofolate reductase,18.6574546,15.42857857,9.574529583,16.21524876,4.729219917,8.741484926,7.200181401,5.666843171,8.473516016,6.135559289,3.724732927,6.992087935,10.12223318,9.378028127,9.583165456,16.09403693,15.75702269,9.570385186,11.31084684,11.50208309,10.95833936,2.456476057,16.30905714,2.469632159,13.64972753,24.07141521,17.77140274,46.71007762,13.60413911,8.064061523,9.454408971,11.59989914,14.45239299,12.37748242,13.63184484,9.702780436,16.95940493,13.74092605,13.56385386,12.55819345,17.04281481,9.903989296,10.70012084,17.00166402,15.59197869,25.07382899,20.73840276,14.73092316
b0049,apaH,diadenosine tetraphosphatase,162.7344651,143.3950244,129.2561494,136.2080896,164.3403921,203.9679816,168.6899642,153.0047656,132.3986878,144.1856433,85.66885731,127.8553222,106.2834484,135.9814078,171.1279546,134.1169744,75.28355283,68.5877605,70.12725039,79.07682127,56.00929005,27.02123663,30.10902857,55.56672357,145.9470867,163.2669901,195.4854302,155.3381651,174.5864519,196.4698626,182.3350301,165.2985628,140.7206686,156.2657155,143.8916955,137.2250376,167.381953,188.2506869,205.492386,161.7790803,240.019642,248.2599984,254.12787,253.7655777,334.4479429,338.4966914,303.6102164,241.8972645
b0050,apaG,protein associated with Co2+ and Mg2+ efflux,9.328727301,4.537817227,1.914905917,6.486099503,9.458439834,8.741484926,10.28597343,5.666843171,13.76946353,11.24852536,8.691043495,15.98191528,5.061116588,9.378028127,10.95218909,4.023509233,1.750780298,3.190128395,6.786508102,11.50208309,1.217593262,3.684714086,5.018171429,7.408896476,25.19949699,10.4658327,29.98924213,18.46677487,21.16199417,27.12457058,25.66196721,17.39984872,33.46869955,28.62292809,30.29298853,27.72222982,28.75725183,30.23003732,29.84047849,26.59382142,29.82492593,35.65436147,36.11290784,30.22518047,67.04550837,66.37190028,50.60170274,49.61995168
b0051,rsmA,"16S rRNA m(6)A1518, m(6)A1519 dimethyltransferase, SAM-dependent",8.292202046,16.33614202,11.4894355,11.89118242,18.91687967,13.59786544,17.48615483,11.33368634,15.88784253,25.56483037,9.932621138,10.98756675,13.4963109,10.94103281,12.32121273,8.047018465,14.00624239,9.570385186,22.62169367,8.62656232,13.39352588,11.05414226,8.781800001,6.174080396,45.14909877,41.8633308,49.98207022,31.50214537,31.74299125,19.79360556,29.71385676,28.27475416,43.35717896,42.54759581,41.65285923,51.28612516,42.0298296,53.58961161,36.62240542,39.15201487,38.34633333,37.63515933,42.13172582,47.85653575,74.06189878,75.95895254,68.85149717,52.72119866
b0052,pdxA,"4-hydroxy-L-threonine phosphate dehydrogenase, NAD-dependent",3.109575767,3.630253782,1.914905917,1.081016584,9.458439834,13.59786544,9.257376087,5.666843171,15.88784253,10.22593215,7.449465853,8.989827344,3.374077726,3.126009376,4.10707091,6.705848721,3.501560597,4.785192593,4.524338735,1.437760387,3.652779786,3.684714086,5.018171429,6.174080396,24.14951794,36.63041445,33.32138014,23.89817925,21.16199417,27.12457058,24.98665228,21.7498109,48.6817448,25.52855748,39.38088509,29.80139705,24.33305924,36.41345404,27.80590041,26.59382142,25.56422222,31.0324998,21.40024169,27.07672417,48.33513394,69.32176251,51.43123885,45.74339296
b0053,surA,peptidyl-prolyl cis-trans isomerase (PPIase),2.073050511,11.79832479,9.574529583,17.29626534,4.729219917,15.54041765,12.34316812,12.2781602,8.473516016,18.40667787,16.14050935,8.989827344,11.80927204,15.63004688,12.32121273,18.77637642,10.50468179,6.380256791,6.786508102,18.69088503,9.740746095,3.684714086,11.29088572,13.58297687,18.89962274,13.60558251,14.43926473,26.070741,19.65042316,14.66193004,16.88287316,18.12484241,27.38348145,34.03807665,25.74904025,18.71250513,23.59569381,18.55025017,17.63301002,22.16151785,20.59340123,17.16691478,18.05645392,13.85320772,33.52275419,22.86143232,21.56793887,24.0346641
b0054,lptD,"LPS assembly OM complex LptDE, beta-barrel component",45.60711125,39.9327916,27.76613579,36.75456385,37.83375933,45.64997684,43.2010884,45.33474536,40.24920108,25.56483037,29.79786341,44.94913672,33.74077726,39.07511719,32.85656728,56.32912926,45.52028776,78.15814568,47.50555672,66.13697779,48.70373047,39.30361692,41.39991429,55.56672357,48.29903589,28.25774829,21.10354076,32.58842625,47.61448688,43.25269362,49.29798963,32.62471634,53.24565838,43.32118846,38.62356038,58.21668261,44.97929132,38.47459295,40.01336889,36.19714582,46.15762346,46.87888267,50.825574,51.63468331,65.4863105,42.03553684,56.40845551,53.49651041
b0055,djlA,"membrane-anchored DnaK co-chaperone, DNA-binding protein",3.109575767,0.907563445,0.957452958,0,1.182304979,1.942552206,0,0,0,0,0,0,0,0,0,0,0,1.595064198,0,0,0,0,0,0,1.049979041,1.04658327,1.110712671,1.086280875,3.023142024,1.466193004,0,0,0.760652263,0.773592651,1.514649427,2.772222982,1.474730863,3.435231513,0.678192693,2.954869047,2.130351852,5.942393578,3.343787763,1.88907378,1.559197869,1.474931117,2.488608331,1.55062349
b0058,rluA,"dual specificity 23S rRNA pseudouridine(746), tRNA pseudouridine(32) synthase, SAM-dependent",20.73050511,25.41177647,16.27670029,15.13423217,39.01606431,29.13828309,25.71493357,30.22316358,44.48595909,30.67779644,38.48890691,24.97174262,16.87038863,25.008075,20.53535455,36.21158309,24.51092418,27.11609136,29.40820178,14.37760387,98.62505421,81.06370989,67.74531429,70.38451652,34.64930836,49.18941369,49.98207022,59.74544812,31.74299125,28.59076358,36.46700603,32.62471634,34.99000408,25.52855748,35.59426153,33.26667578,34.65617528,43.28391707,46.11710313,36.93586309,35.5058642,35.65436147,35.44415029,37.78147559,43.65754034,48.67272687,51.43123885,63.5755631
b0059,rapA,"RNA polymerase remodeling/recycling factor ATPase; RNA polymerase-associated, ATP-dependent RNA translocase",41.46101023,42.65548194,41.17047721,34.59253068,28.3753195,33.0233875,37.02950435,30.22316358,58.25542261,46.01669467,33.52259634,55.93670348,38.80189384,25.008075,31.48754364,30.84690412,15.75702269,19.14077037,18.09735494,34.50624928,53.57410352,49.12952115,46.41808572,33.34003414,61.94876342,52.3291635,72.19632365,66.26313337,49.8818434,62.31320268,51.99924934,52.92453985,66.17674684,47.18915171,74.97514662,60.29584985,54.56504193,43.28391707,55.61180083,53.9263601,52.54867901,53.4815422,47.48178624,51.00499205,62.36791476,56.78484802,68.85149717,58.92369263
b0060,polB,DNA polymerase II,19.69397986,15.42857857,22.02141804,38.91659702,26.01070954,27.19573088,11.31457077,27.38974199,34.95325357,40.90372859,9.932621138,37.95704879,35.42781612,23.44507032,32.85656728,21.45871591,22.76014388,14.35557778,36.19470988,27.31744735,25.5694585,18.42357043,10.03634286,20.99187335,33.59932931,23.02483194,24.43567877,29.32958362,33.25456226,22.72599157,33.76574632,26.09977307,30.4260905,23.98137218,28.02101439,27.02917407,21.38359751,32.97822253,22.38035887,34.7197113,39.05645062,31.69276575,26.75030211,25.18765039,28.84516058,44.98539908,25.71561943,37.21496376
b0061,araD,L-ribulose-5-phosphate 4-epimerase,12.43830307,10.89076135,6.702170708,18.37728193,2.364609958,0.971276103,6.171584058,8.500264756,2.118379004,2.04518643,2.483155284,2.996609115,6.748155451,9.378028127,0,5.364678977,5.252340895,0,2.262169367,2.875520773,1.217593262,2.456476057,3.763628572,1.234816079,8.399832329,17.79191559,14.43926473,14.12165137,10.58099708,3.665482511,3.376574632,11.59989914,6.0852181,10.05670446,4.54394828,3.465278727,11.7978469,10.30569454,10.1728904,8.125889879,7.811290123,7.262925484,10.03136329,10.70475142,12.47358295,8.112121145,1.659072221,9.303740941
b0062,araA,L-arabinose isomerase,25.91313139,23.59664958,39.25557129,37.83558044,46.10989419,21.36807426,16.45755749,20.77842496,30.71649556,17.38408465,22.34839756,28.96722144,30.36669953,37.51211251,17.79730728,29.50573437,12.25546209,19.14077037,24.88386304,14.37760387,17.04630567,9.825904229,12.54542857,14.81779295,31.49937123,32.44408137,51.09278289,26.070741,27.20827822,27.12457058,20.93476272,27.54976047,27.38348145,33.26448399,28.02101439,27.72222982,33.18144442,35.72640774,19.6675881,28.07125594,24.14398765,23.10930836,25.412787,23.29857662,27.28596271,27.28622567,37.32912497,33.33840504
b0063,araB,L-ribulokinase,10.36525256,10.89076135,11.4894355,14.05321559,18.91687967,17.48296985,10.28597343,12.2781602,8.473516016,21.47445751,13.65735406,9.988697049,8.435194314,4.689014063,10.95218909,2.682339488,8.753901492,6.380256791,15.83518557,12.93984348,9.740746095,7.369428172,10.03634286,16.05260903,4.199916164,15.69874905,16.66069007,13.0353705,19.65042316,16.86121955,18.90881794,16.67485502,12.93108846,17.79263097,11.3598707,15.94028214,9.58575061,13.05387975,5.425541544,14.77434523,19.17316667,19.14771264,17.38769637,10.70475142,20.2695723,15.48677673,22.39747498,13.18029967
b0064,araC,ara regulon transcriptional activator; autorepressor,0,1.815126891,3.829811833,0,0,1.942552206,1.028597343,2.833421585,3.177568506,3.067779644,0,0,3.374077726,0,1.369023637,1.341169744,0,0,0,0,0,0,7.527257144,2.469632159,2.099958082,2.09316654,1.110712671,2.17256175,1.511571012,2.932386008,0.675314926,0.724993697,1.521304525,4.641555906,0,3.465278727,2.949461726,0.687046303,4.747348851,4.43230357,7.101172839,6.602659531,6.687575527,5.037530079,0,1.474931117,0.82953611,0
b0065,yabI,DedA family inner membrane protein,3.109575767,6.352944118,3.829811833,6.486099503,2.364609958,0.971276103,1.028597343,0.944473862,0,1.022593215,2.483155284,0,5.061116588,3.126009376,2.738047273,2.682339488,3.501560597,0,2.262169367,2.875520773,2.435186524,1.228238029,3.763628572,4.939264317,4.199916164,7.326082889,4.442850686,6.51768525,3.023142024,2.932386008,7.428464191,2.899974786,10.64913168,3.094370604,3.029298853,3.465278727,4.424192589,6.183416724,8.81650501,8.125889879,2.840469136,0.660265953,10.03136329,10.07506016,2.338796804,5.899724469,2.488608331,4.65187047
b0066,thiQ,"thiamine, thiamine pyrophosphate ABC transporter ATPase; ThiBPQ thiamine, thiamine pyrophosphate importer",83.95854571,66.25213152,72.76642483,72.42811112,92.21978838,108.7829235,108.002721,106.7255464,257.383049,161.5697279,146.5061618,244.7230777,38.80189384,31.26009376,27.38047273,40.23509233,47.27106806,44.66179753,56.55423419,27.31744735,132.7176655,141.2473733,135.4906286,111.1334471,64.04872151,54.42233004,63.31062227,97.76527874,91.45004623,87.23848375,106.6997584,82.6492814,84.43240114,92.83111812,104.5108104,85.93891243,88.48385179,88.62897304,89.52143548,74.61044343,72.43196296,76.59085056,80.91966387,91.93492394,214.389707,178.4666652,209.872636,203.906989
b0067,thiP,"thiamine, thiamine pyrophosphate ABC transporter permease; ThiBPQ thiamine, thiamine pyrophosphate importer",7.25567679,14.52101513,8.617076624,11.89118242,20.09918465,8.741484926,15.42896014,8.500264756,40.24920108,26.58742358,21.10681992,44.94913672,11.80927204,7.815023439,2.738047273,6.705848721,3.501560597,17.54570617,6.786508102,7.188801933,28.00464502,42.988331,28.85448572,17.28742511,29.39941315,19.88508213,25.54639144,22.81189837,30.98720575,19.06050905,27.01259706,22.47480459,32.70804729,34.8116693,44.68215809,40.19723323,39.8177333,48.09324119,42.04794697,45.06175296,24.14398765,29.71196789,20.06272658,30.85487173,79.51909133,55.3099169,99.54433326,76.75586276
b0068,thiB,"thiamine-, thiamine pyrophosphate-, thiamine monophosphate-binding ABC transporter periplasmic protein; ThiBPQ thiamine, thiamine pyrophosphate importer",5.182626279,0.907563445,0,7.567116087,0,5.827656618,4.114389372,3.777895447,12.71027402,10.22593215,6.207888211,8.989827344,5.061116588,9.378028127,1.369023637,0,5.252340895,7.975320988,0,1.437760387,4.870373047,11.05414226,6.272714286,1.234816079,5.249895205,2.09316654,6.664276029,9.776527874,5.290498542,11.72954403,7.428464191,6.524943269,9.888479413,12.37748242,6.81592242,16.63333789,12.53521234,10.30569454,8.81650501,7.387172617,7.101172839,7.262925484,6.687575527,4.407838819,11.69398402,15.48677673,19.07933054,21.70872886
b0069,sgrR,transcriptional DNA-binding transcriptional activator of sgrS sRNA,13.47482832,19.05883236,11.4894355,9.729149255,3.546914938,4.856380515,14.4003628,10.38921248,10.59189502,11.24852536,14.89893171,13.98417587,3.374077726,10.94103281,5.476094546,10.72935795,8.753901492,9.570385186,6.786508102,12.93984348,13.39352588,20.88004649,32.61811429,13.58297687,9.44981137,15.69874905,17.77140274,16.29421312,15.87149563,7.330965021,12.15566868,18.12484241,19.01630656,30.17011339,22.7197414,24.95000683,19.90886665,21.98548169,16.95481733,19.94536607,13.49222839,11.2245212,10.70012084,12.5938252,30.40435845,16.22424229,25.71561943,22.48404061
b4577,sgrS,-,3.109575767,6.352944118,1.914905917,6.486099503,1.182304979,4.856380515,6.171584058,3.777895447,2.118379004,1.022593215,8.691043495,1.99773941,5.061116588,3.126009376,5.476094546,1.341169744,0,3.190128395,4.524338735,0,4.870373047,3.684714086,2.509085715,1.234816079,4.199916164,2.09316654,1.110712671,3.258842625,4.534713036,4.398579013,0.675314926,2.899974786,0,6.188741208,1.514649427,5.544445963,3.686827158,2.061138908,2.034578079,2.954869047,9.941641975,5.282127625,2.675030211,6.926603859,4.677593607,1.474931117,4.147680552,2.325935235
b4662,sgrT,inhibitor of glucose uptake,1.036525256,4.537817227,0.957452958,5.405082919,0,3.885104412,5.142986715,1.888947724,2.118379004,0,7.449465853,1.99773941,3.374077726,1.563004688,4.10707091,0,0,1.595064198,4.524338735,0,3.652779786,2.456476057,1.254542857,1.234816079,2.099958082,0,0,2.17256175,3.023142024,3.665482511,0,1.449987393,0,4.641555906,1.514649427,2.772222982,2.949461726,1.374092605,1.356385386,2.216151785,7.811290123,3.301329765,2.006272658,4.407838819,2.338796804,0.737465559,1.659072221,1.55062349
b0070,setA,broad specificity sugar efflux system,3.109575767,3.630253782,1.914905917,4.324066335,2.364609958,2.913828309,8.228778744,6.611317032,5.29594751,3.067779644,1.241577642,6.992087935,5.061116588,9.378028127,2.738047273,5.364678977,1.750780298,14.35557778,4.524338735,2.875520773,1.217593262,3.684714086,0,0,8.399832329,6.279499619,4.442850686,4.3451235,4.534713036,3.665482511,4.727204485,5.074955876,1.521304525,3.094370604,3.786623567,3.465278727,6.636288884,6.870463027,9.494697703,5.171020832,3.55058642,3.301329765,6.018817974,4.407838819,0,6.637190028,0,1.55062349
b0071,leuD,3-isopropylmalate dehydratase small subunit,30.05923242,20.87395925,14.36179437,7.567116087,23.64609958,33.0233875,38.05810169,22.66737268,29.65730606,31.70038966,28.55628577,39.9547882,15.18334977,32.82309844,15.05926,14.75286719,35.01560597,19.14077037,18.09735494,7.188801933,32.87501807,25.7929986,31.36357143,18.52224119,48.29903589,41.8633308,36.65351816,34.760988,46.10291587,36.65482511,33.76574632,30.44973525,23.58022014,34.8116693,42.41018395,42.96945622,53.09031107,52.215519,54.25541544,60.57481546,57.5195,42.257021,60.85693729,78.71140748,91.21307534,87.75840148,83.78314716,79.081798
b0072,leuC,3-isopropylmalate dehydratase large subunit,14.51135358,2.722690336,4.787264791,10.81016584,14.18765975,23.31062647,16.45755749,9.444738618,23.30216904,18.40667787,9.932621138,16.98078498,15.18334977,6.252018751,5.476094546,10.72935795,7.003121194,14.35557778,4.524338735,1.437760387,13.39352588,22.10828452,15.05451429,20.99187335,37.79924548,32.44408137,26.65710412,41.27867325,30.23142024,29.32386008,15.53224331,24.64978568,34.99000408,23.20777953,28.77833911,27.02917407,39.08036787,54.27665791,51.54264467,36.93586309,26.98445679,31.69276575,40.12545316,40.30024063,81.07828919,78.90881477,74.65824994,92.26209766
b0073,leuB,"3-isopropylmalate dehydrogenase, NAD(+)-dependent",3.109575767,9.9831979,7.659623666,6.486099503,14.18765975,6.798932721,11.31457077,4.722369309,12.71027402,15.33889822,12.41577642,9.988697049,10.12223318,1.563004688,0,2.682339488,7.003121194,3.190128395,24.88386304,0,12.17593262,11.05414226,8.781800001,11.11334471,10.49979041,8.372666159,22.21425343,13.0353705,9.069426072,20.52670206,12.15566868,7.974930662,15.21304525,17.01903832,9.08789656,12.47500342,5.898923452,15.11501866,12.20746847,19.94536607,13.49222839,15.84638287,12.7063935,13.22351646,33.52275419,22.86143232,34.84051664,27.91122282
b0074,leuA,2-isopropylmalate synthase,62.19151534,77.14289287,61.27698933,77.83319404,55.56833402,33.0233875,30.85792029,34.94553289,40.24920108,41.92632181,18.62366463,27.96835174,43.86301043,51.5791547,52.02289819,34.87041335,84.03745433,105.274237,92.74894407,86.2656232,68.18522266,47.90128312,50.18171429,65.4452522,25.19949699,20.9316654,17.77140274,20.63933662,21.16199417,29.32386008,29.03854184,31.89972265,29.66543824,31.71729869,18.93311783,24.25695109,17.69677036,17.17615757,23.73674426,26.59382142,19.88328395,17.16691478,18.05645392,18.26104654,22.6083691,24.33636344,29.03376387,19.38279363
